SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.00862874,36,0,0.690363788,3600,12,0,2,0,2
0,0.025344957,34,0,13,6670.221237392844,5,0,0,0,0
0,0.059681781,27,2,985,6670.221237392844,6,0,0,0,0.7572222678605657
0,0.039015327,47,0,0.161927022,7700,9,0,2,0,0
0,0.080688636,39,0,0.121105232,1700,4,0,0,0,2
0,0,31,0,0,6167,2,0,0,0,0
0,0.149308449,26,0,0.209919262,2600,5,0,0,0,0
0,0.761238761,25,0,0.047569804,2900,3,0,0,0,0
0,0.244532378,62,0,0.301605319,6166,11,0,2,0,0
0,0.013331852,76,0,1304,6670.221237392844,3,0,1,0,0.7572222678605657
0,0.428443757,74,0,0.258393059,2650,12,0,0,0,0
0,0.039714422,68,0,0.489097678,5640,16,0,1,0,0
0,0.089030442,70,0,1965,6670.221237392844,9,0,0,0,0
0,0.025653467,55,0,0.02129078,24000,10,0,1,0,1
0,0,61,0,0.191150863,12633,8,0,3,0,1
0,0,43,0,3071,6670.221237392844,7,0,2,0,2
0,0.9999999,53,1,0.239054436,6006,4,0,2,0,0
0,0.048956084,50,0,0.060355172,8333,7,0,0,0,2
0,0,88,0,0.208032299,4705,7,0,0,1,1
0,0.022165928,49,0,0.205133491,9700,5,0,2,0,3
1,0.76606302,44,0,2.10627451,2549,26,0,1,0,0
0,0.590578301,30,0,0.215037594,4654,4,0,0,0,1
1,0.555997317,52,1,1895,0,16,0,2,0,2
0,0.007272595,61,0,2343,6670.221237392844,9,0,1,0,1
0,0.61914955,67,0,4930,6670.221237392844,14,0,2,0,0
0,0.9999999,36,0,0.66277234,3166,3,0,2,0,0
0,1.068081485,33,1,0.093168767,11666,6,0,0,1,0
0,0.976404719,33,0,0.586357527,2975,7,0,1,0,2
1,0.9999999,61,0,1359,6670.221237392844,1,1,1,0,0
0,0.01914149,45,0,8,0,2,0,0,0,0
0,0.126301337,61,0,0.855280313,2300,14,0,1,0,0
0,0,59,0,1475,6670.221237392844,9,0,1,0,0
1,0.52251363,50,4,0.679032097,10000,18,0,3,0,2
0,0.015820864,72,0,0.12825994,2338,7,0,0,0,0
0,0.019782639,69,0,0.37269048,5682,9,0,2,0,0
0,0.085942057,82,0,2016,6670.221237392844,6,0,1,0,0
0,0.129604157,70,0,0.147529277,7001,8,0,0,0,0
1,0.125352604,60,1,0.518627657,4750,13,0,2,0,0
0,0.075855518,75,0,0.019762846,4300,7,0,0,0,0
0,0.005440058,38,0,0.062184135,4550,4,0,0,0,0
0,0.9999999,28,0,0,2200,0,0,0,0,0
0,0.042177134,36,0,0.086673224,8133,5,0,0,0,1
0,0.003313472,61,0,1263,6670.221237392844,12,0,1,0,0
0,0.137241839,28,0,0.003605769,1663,1,0,0,0,0
0,0.09242563,47,0,0.515747375,6000,8,0,1,0,2
0,0.13899358,30,0,0.29864178,12000,7,0,2,0,4
0,0.078427016,66,0,0.546930134,4250,13,0,2,0,0
0,0.045983652,67,0,0.316334183,6666,4,0,1,0,0
0,0.721714966,66,0,0.13652594,4760,7,0,0,0,0
0,0.004761864,59,1,0.053844163,3862,11,0,1,0,0
0,0.227562428,61,1,0.513517837,6250,13,0,2,0,0
0,0.438866861,51,0,0.206924699,14700,9,0,1,0,2
0,0.87804878,30,0,0.040599625,1600,1,0,0,0,0
0,0,34,0,0.29843963,6600,10,0,0,0,2
0,0.024567325,38,0,0.079653391,6000,7,1,0,0,2
0,0.012905173,54,0,5855,6670.221237392844,9,0,4,0,3
0,0.047613511,49,1,2026,0,14,0,1,0,0
0,0.103799554,60,0,4669,6670.221237392844,16,0,2,0,0
0,0,56,0,0.149395732,11666,8,0,1,0,0
0,0.002216699,56,0,0.006890961,7400,9,0,0,0,0
0,0.276874652,58,0,0.405491819,5316,14,0,2,0,1
0,0.074920456,37,0,0.061250143,8750,6,0,0,0,1
0,0.016386568,89,1,1097,6670.221237392844,6,0,1,1,0.7572222678605657
0,0.124561217,46,0,0.168332667,2500,13,0,0,0,0
0,0.585133418,29,1,0.320271891,2500,3,1,0,0,0
0,0.9999999,46,2,0.792672773,1200,3,2,1,1,3
0,0.331426257,72,0,0.182690769,6250,8,0,0,0,1
0,0.522079648,42,1,0.331487342,7583,9,0,2,0,2
0,0.950110515,53,1,0.713898065,8475,9,0,2,0,0
1,0.070477181,41,0,0.297284496,6333,7,0,1,0,3
0,0.34707099,50,0,0.24522814,5500,6,0,1,0,0
0,0.070998349,53,0,0.437512498,5000,5,0,1,0,0
0,0.007733633,73,0,2731,6670.221237392844,6,0,2,0,0.7572222678605657
1,0.9999999,41,1,0.402998637,2200,3,1,1,1,1
0,0.012317902,67,0,0.050551912,6250,5,0,0,0,0
1,0.9999999,53,0,0.198606272,7748,1,2,1,0,3
0,0.432260918,31,0,0.101004464,7167,7,0,0,0,0
0,0.083560824,62,0,0.292718329,12400,5,0,2,0,1
0,0.229451204,35,0,0.317256793,8500,9,0,1,0,2
0,0.916053575,33,3,2113,6670.221237392844,5,0,1,0,2
1,0.850272995,48,0,1382,6670.221237392844,15,0,0,0,3
0,0,21,0,0,1,1,0,0,0,1
0,0.394412375,46,0,0.58963484,9666,21,0,3,0,0
1,1.023147514,59,5,0.55824218,5210,7,1,1,2,1
0,0.035363458,71,1,0.053789242,5000,6,0,1,0,0
0,0.852456105,35,0,0.609284333,4135,6,1,1,0,4
0,0.022191156,60,0,0.270274785,11972,8,0,3,0,0
0,0.0059831,64,0,0.126387361,10000,20,0,1,0,0
0,0.105064665,47,0,0.284914638,3572,6,0,1,0,2
0,0.007924802,57,0,9,6670.221237392844,1,0,0,0,0
0,0.023421207,26,0,530,6670.221237392844,3,0,0,0,0
0,0.061513085,67,0,2571,6670.221237392844,16,0,2,0,1
0,0.03227563,45,0,0.361210094,13750,13,0,1,0,3
0,0.013105825,57,1,2539,6670.221237392844,5,0,1,0,0
0,0.079423304,80,0,0.261936516,3748,9,0,1,0,0
0,0.461199516,41,0,0.226718219,15000,12,0,0,0,3
0,0.027590711,72,0,0.064308682,310,2,0,0,0,0
1,0.837010254,51,0,0.478347146,8566,12,0,1,0,1
1,1.506352087,45,1,0.05317991,6430,3,0,0,0,1
0,0.9999999,39,0,0.362545818,3000,1,0,1,1,2
0,0.22550045,54,0,0.412764539,6000,8,0,1,0,0
0,0.193749419,51,0,0.345836629,8850,5,0,2,0,2
0,0.297586897,45,0,0.497216225,8800,13,0,3,0,2
0,0.630984747,73,0,0.476357741,3700,7,0,1,0,0
0,0.02428398,44,0,0.093588951,4850,4,0,0,0,0
1,0.139011729,34,0,0.161655712,7150,7,0,1,2,0
0,0.018282497,72,0,0.216727849,13892,10,0,2,0,0
1,1.008747813,42,4,0.18272702,3600,5,3,0,0,3
0,0.092138796,32,0,0.204580947,1920,6,0,0,0,0
0,0.048843695,73,0,0.025237381,4001,5,0,1,0,0
0,0.9999999,25,0,0,2640,0,0,0,0,1
0,0.039089793,63,1,0.171855947,12300,19,0,2,0,2
0,0.310141261,81,0,0.186080857,5416,6,0,1,0,0
0,0.016113972,55,0,2666,6670.221237392844,8,0,2,0,0
0,0.022896291,80,0,0.227987723,10425,10,0,1,0,0
1,0.9999999,32,0,398,6670.221237392844,2,0,0,1,0.7572222678605657
0,0.323213376,42,0,0.437068239,5934,12,0,1,0,2
1,0.9999999,31,98,0,2200,0,98,0,98,3
0,0.934443638,62,1,0.150791383,17500,10,0,0,0,1
0,0.949675054,60,0,0.521519596,8317,10,0,1,0,0
0,0.026957934,58,0,0.254745831,17330,25,0,1,0,0
0,0.036566247,69,0,92,6670.221237392844,4,0,0,0,0.7572222678605657
0,0.046269618,60,1,40,6670.221237392844,3,0,0,0,0.7572222678605657
0,0.002452462,66,0,873,6670.221237392844,6,0,1,0,0
0,0.521947805,60,0,0.088252259,5200,8,0,0,0,1
0,0.9999999,75,1,0.571857411,2664,9,0,2,0,0
0,0.86785652,43,1,0.374527642,7144,10,0,2,0,3
0,0.888351941,49,4,0.425016663,4500,7,2,0,0,1
0,0.860392632,44,1,0.446523029,7750,10,0,2,0,3
0,0,56,0,0,4000,3,0,0,1,0
1,0,56,0,0.230843065,6250,4,0,1,0,1
0,0.046471238,50,0,29,6670.221237392844,5,0,0,0,1
0,0.002059593,70,0,0.091870743,6900,14,0,0,0,0
0,0.634478851,74,0,0.626101322,1815,4,0,1,0,0
0,0.514412417,33,0,0.483114113,5625,10,0,2,0,0
0,0.198338777,50,0,1524,6670.221237392844,10,0,1,0,0.7572222678605657
0,0.981858571,31,1,0.041210224,1916,1,0,0,0,0
1,0.926586449,48,0,0.561205273,7433,15,0,2,0,0
0,0.032816321,61,0,0.003179161,9750,4,0,0,0,0
0,0,29,0,0.450292398,170,4,0,0,0,3
0,0.384112736,60,0,0.049707185,7000,5,0,0,0,1
0,0.048683046,71,0,0.549260571,4800,12,0,1,0,0
0,0.330901265,31,1,0.677182848,4500,10,0,1,0,1
0,0.00574976,51,0,0.000353232,8492,4,0,0,0,0
0,0.942302199,43,0,0.481907339,2956,5,0,0,0,2
0,0.367640542,37,0,1.014511448,3100,10,0,2,0,2
0,0.261726802,47,0,0.359433569,2400,6,0,0,0,4
1,0.9999999,46,1,1592,6670.221237392844,2,2,2,0,0.7572222678605657
0,0.350387635,42,0,0.326923077,21007,25,0,1,0,3
0,0.312736363,40,0,0.244282024,15870,8,0,1,1,2
0,0.348988367,47,0,0.66054385,5552,7,0,2,0,0
0,0.321174306,37,0,0.299825393,8017,8,0,0,1,1
0,0.333483326,59,0,4784,6670.221237392844,7,0,2,0,0
0,0.001029662,47,0,0.140156454,9203,5,0,0,0,2
0,0.727993331,61,0,0.289542144,7687,10,0,0,0,0
0,0.066802402,39,0,1482.5,1,6,0,1,0,2
0,0.286320053,51,0,0.362399674,7350,12,0,2,0,0
0,0.050555835,50,1,0.062963879,8083,10,0,1,0,0
0,0.55579716,78,1,1336,6670.221237392844,7,0,0,0,1
0,0.26517285,26,0,0.04385367,4400,6,0,0,0,0
1,0.108536114,48,0,0.030409599,4833,6,0,0,1,0
0,0.015498565,31,0,0.276243094,7058,14,0,1,0,2
0,0.158601957,79,0,1514,6670.221237392844,8,0,1,0,0
0,0.018791498,67,0,0.24287301,2700,9,0,0,0,0
0,0.028225048,65,0,876,6670.221237392844,9,0,2,0,0
0,0,28,0,0.1684,2499,2,0,0,0,0
0,0.034364901,61,0,0.063463282,3308,21,0,0,0,0
0,0.127329335,48,0,0.294713686,15000,12,0,2,0,0
0,0.823915421,76,3,1188,6670.221237392844,12,0,1,0,0
1,0.9999999,24,1,0.286698828,1450,1,0,0,0,0
0,0.104477612,29,0,0.207920792,100,1,0,0,0,0
0,0.069915734,53,0,0.363692689,8069,14,0,2,0,0
0,1.00939812,46,3,0.677397142,5808,5,1,1,0,3
0,0.422644339,39,0,0.451849384,3000,4,0,1,0,0
0,0,58,0,1347,6670.221237392844,18,0,2,0,0.7572222678605657
1,0.365661176,51,1,3374,6670.221237392844,13,0,2,0,0
0,0.624829557,35,0,0.161867365,4583,6,0,0,0,0
0,0.917166524,27,0,0.205974395,3514,6,0,0,0,1
0,0.533011272,30,1,0.19001387,6488,7,0,1,0,1
0,0.15437343,62,0,0.343269765,5400,9,0,1,0,0
0,0.644622197,52,0,0.150764749,4118,8,0,0,0,2
1,1.640718563,42,2,0.382641841,6820,3,6,2,0,0
0,0.365142641,76,0,0.715101749,2800,12,0,2,0,0
0,0.017761059,43,0,0.748287671,583,6,0,0,0,0
0,1.008799413,49,0,3942,6670.221237392844,10,0,1,0,0
0,0.074972798,46,0,0.038938438,4596,6,0,0,0,0
0,0.157301186,57,0,0.249327009,7800,11,0,3,0,0
0,0.001651175,68,0,583,6670.221237392844,13,0,1,0,0
0,0.9999999,29,0,0.263742365,1800,2,4,0,1,0
1,0.849727543,47,2,1999,6670.221237392844,8,0,2,0,0
0,0.146918077,61,0,0.224387363,13547,7,0,1,0,2
0,0.348359549,42,0,2114,6670.221237392844,14,0,1,0,0
0,0.113628703,54,0,0.245379222,7844,4,0,1,0,3
0,0.0037667,51,0,0.00098668,2026,8,0,0,0,1
0,0.606197172,46,0,0.60147684,4468,7,0,1,0,2
0,0.079043722,80,1,0.5956011,4000,8,0,2,0,1
0,1.033916017,41,2,5015,6670.221237392844,7,0,2,0,0
0,0.313064044,66,1,0.297492033,7216,10,0,2,1,1
0,0.77463439,49,0,0.410157257,3878,5,0,1,0,0
0,0.184041619,47,0,0.402612827,5051,5,0,1,0,1
0,0.038907599,35,0,2703,6670.221237392844,13,0,1,0,0.7572222678605657
0,0.036382727,58,0,717,6670.221237392844,8,0,1,0,0
0,0.9999999,61,0,0.011358473,2200,1,1,0,0,0
0,0.01159768,33,0,0.012766241,30000,4,0,0,0,0
0,0.355459264,57,0,1167,6670.221237392844,4,0,1,0,1
0,0.651469403,58,0,0.289903796,19333,25,0,2,0,1
0,0.021543496,95,0,0.000999857,7000,7,0,0,0,0
0,0.088329119,45,0,1.120879121,181,5,0,0,0,2
0,0.230167803,46,0,0.267702734,8557,8,0,1,0,0
0,0.251131913,37,0,0.321239823,7000,8,0,2,0,2
0,0,61,0,0.321898878,6150,6,0,2,0,0
0,0.127689698,62,0,1027,6670.221237392844,6,0,0,0,0
0,0.281984792,61,1,0.210360123,13300,17,0,0,0,1
0,0.032584667,46,0,0.516521923,9441,8,0,2,0,1
0,0.268519973,34,0,0.074531903,5500,5,0,0,0,2
0,0.204632391,65,0,3704,6670.221237392844,10,0,2,0,0
0,0.08055286,56,1,0.406656192,7000,8,0,2,0,0
0,0.52322934,37,0,0.056431904,4500,2,0,0,0,1
0,0,50,0,0,5922,3,0,0,0,0
0,0.005801171,48,0,0.003259098,1840,7,0,0,0,0
0,0.053451108,64,0,1914,6670.221237392844,10,0,3,0,0
0,0.294016166,79,0,1554,6670.221237392844,7,0,1,0,0
0,0.918911413,30,0,1883,6670.221237392844,8,0,2,0,1
0,0,80,0,2028,6670.221237392844,3,0,1,0,0
0,0.00922885,76,0,0.049416145,5908,8,0,1,0,0
0,0.669897544,49,0,0.448065173,5400,10,0,0,0,2
0,0.044198232,76,0,0.089820359,500,4,0,0,0,0
0,1.046511628,27,0,57,6670.221237392844,1,0,0,0,0
0,0,60,0,36705,6670.221237392844,7,0,0,0,0
0,0.021851527,90,0,6,6670.221237392844,4,0,0,0,0
0,0.757397057,48,0,0.548505506,1906,4,0,1,0,3
0,0.238466006,62,0,2298,6670.221237392844,16,0,1,0,0
0,0.357130018,57,0,0.355284775,14607,14,0,5,0,2
0,0.059365994,36,0,0.707486168,15000,17,0,5,0,2
0,0.037780136,58,0,0.320559813,3000,7,0,1,0,0
0,0.144743782,64,0,0.216578286,7165,7,0,2,0,0
0,0.817983948,37,1,0.219588123,4175,10,0,0,0,0
0,0.190081662,67,0,0.075886843,4453,8,0,0,0,0
0,0.033333004,50,0,0.261777349,11398,9,0,2,0,3
0,0.144930634,48,0,0.610503866,3750,14,0,1,0,1
0,0.9999999,85,0,0,5243,2,0,0,0,0
0,1571,29,0,1423,6670.221237392844,5,0,1,0,0
0,0.067146079,72,0,0.266279384,14803,5,0,3,0,0
0,1.015868415,71,0,0.714942529,1304,4,0,0,0,0
0,0.176005656,63,0,1460,6670.221237392844,4,0,1,0,0
0,0.02402711,85,0,25,6670.221237392844,2,0,0,0,0
0,0.019970856,65,1,0.183285064,4833,16,0,1,0,0
0,0.310380533,62,0,0.663767247,3333,13,0,2,0,0
0,0.011596063,58,0,0.212838727,3800,9,0,1,0,0
0,0.018320499,67,0,911,6670.221237392844,4,0,1,0,0
0,0.278327886,44,0,0.258903161,13000,8,0,2,0,2
0,0.786428196,33,1,0.106094808,3100,2,2,0,1,3
0,0.131684764,31,0,0.499625094,4000,20,0,2,0,2
0,0.495306825,41,1,0.462781457,3774,10,0,1,0,2
0,0.995300117,57,0,0.230213918,18838,9,0,1,0,0
0,0.043766424,50,0,0.058563062,7000,3,0,0,0,0
0,0.190493296,57,0,0.357466667,7499,18,0,1,0,0
0,0.002666444,45,0,0,6670.221237392844,2,0,0,0,0
0,0.632130859,64,0,0.701960784,6119,16,0,4,0,0
0,0.893289456,53,0,4352,6670.221237392844,13,0,2,0,0
0,0.044919662,49,1,838,6670.221237392844,9,0,1,0,3
0,0.921635945,36,1,0.091901849,15200,3,0,0,0,2
0,0.141831239,52,0,0.120787921,10000,7,0,1,0,0
0,0.057257387,49,0,1.455857857,1800,11,0,2,0,2
1,0.567843297,44,1,0.448109413,2485,7,0,1,0,2
1,0.9999999,49,1,356,6670.221237392844,0,4,0,0,2
0,0.130922863,42,0,0.345332476,14000,15,0,2,0,4
0,0.007162403,57,0,0.310144622,9472,9,0,1,0,1
0,0.9999999,52,0,0.179928029,2500,5,0,0,0,1
0,0.044646416,61,0,58,1,7,0,0,0,0
0,0.347921106,51,0,0.620534103,5541,13,0,3,0,1
0,0.024381806,69,0,0.388939611,7666,9,0,2,0,0
0,0.620110726,54,0,5008,6670.221237392844,14,0,1,0,0
0,0.004119835,85,0,3,6670.221237392844,3,0,0,0,0.7572222678605657
0,0.089359843,61,0,0.132469402,4166,19,0,0,0,0
1,1.180995475,51,2,571,6670.221237392844,5,3,0,1,0.7572222678605657
0,0.258260972,68,0,0.26431344,8243,11,0,1,0,0
0,0.329367063,55,0,0.063248459,8600,3,0,1,0,4
0,0.005099159,85,0,10,6670.221237392844,5,0,0,0,0
0,0.019645876,59,1,0.354397635,8117,9,0,2,0,0
0,0.10146462,65,0,0.184730743,4400,5,0,0,0,2
0,0.201523077,68,0,0.811835288,3666,18,0,3,0,0
0,0.318143941,62,0,3058,6670.221237392844,12,0,4,0,0
0,0.018304876,26,0,0.049351655,5166,3,0,0,0,0
0,0.126457313,74,0,1057,6670.221237392844,12,0,2,0,0.7572222678605657
0,0.658045827,42,0,0.573410405,5189,19,0,1,0,2
0,0.07229759,69,0,1818,6670.221237392844,5,0,1,0,0
0,0.030383225,50,0,0.259894852,10080,13,0,2,0,3
0,0.111627972,39,0,0.509037303,7800,12,0,2,0,1
0,0.783804506,52,0,0.805872412,4733,14,0,2,0,3
0,0.023060751,49,0,0.870851659,2500,11,0,3,0,1
1,0.532624327,62,1,1155,6670.221237392844,6,0,0,0,0
0,0.0097369,48,0,0.211789353,10500,5,0,1,0,0
0,0.021120152,59,0,0.52295082,5489,9,0,2,0,0
0,0.014952992,60,0,0.006718925,3571,6,0,0,0,0
1,0.558083684,49,0,0.583745451,10716,9,0,2,0,2
0,0,36,0,0.532975231,3350,7,0,1,0,0
1,0.9999999,50,0,0.31934033,2000,2,3,0,0,0
0,0.9999999,75,0,0.003651856,3285,1,0,0,0,0
0,0.020955593,72,0,0.123875225,3333,10,0,0,0,0
0,0.684619656,39,1,0.128387383,2250,4,0,0,1,2
0,0.144321392,60,0,0.204143669,12500,9,0,1,0,1
0,0.169998271,77,0,0.333166708,8001,12,0,2,0,0
0,0,58,1,1313,6670.221237392844,11,0,2,0,0
0,0.530643083,27,0,0.247843689,5680,6,0,0,0,1
0,0.100174849,50,0,0.241519223,15033,7,0,1,0,4
0,0.22727136,53,0,0.380847953,5471,9,0,1,0,0
0,0.041728031,43,1,0.379112418,50000,15,0,2,0,3
0,0.406409868,57,0,1.143253748,1800,12,0,1,0,0
0,0.0833046,67,0,0.33720616,3700,8,0,3,0,1
0,0.027789214,61,0,0.288543948,10500,9,0,1,0,0
0,0.522190497,58,1,1939,6670.221237392844,10,0,0,0,0
0,0,36,0,0.1992002,4000,3,0,1,0,0
0,0,43,0,0.148212947,4000,7,0,0,0,2
0,0.592634596,57,0,0.459801265,3320,12,0,1,0,2
0,0,23,0,0.079178082,3649,1,0,0,0,0
0,0.023553811,58,0,0.240662651,6639,11,0,2,0,0
0,0.807596202,24,0,0.119700748,400,2,0,0,0,0
0,0.704209175,53,1,0.20954736,9300,10,0,2,1,0
0,0.184213119,67,0,0.192970365,1450,9,0,0,0,1
0,0.016452209,65,0,0.228290531,26750,4,0,2,0,1
0,0.089266163,42,1,0.591029212,14000,18,0,2,0,3
0,0.441970663,60,0,380,6670.221237392844,5,0,0,0,0
0,0,25,0,0.143942423,2500,6,0,0,0,0
0,0.025702228,60,0,0.523809524,13250,21,0,3,0,0
0,0.9999999,32,0,0.424541222,3650,8,0,0,0,1
0,0.0382386,64,0,0.268942333,11600,18,0,2,0,1
0,0.9999999,50,0,1364,6670.221237392844,3,0,2,1,0
0,0.011260923,57,0,0.18566124,3500,10,0,1,0,0
0,0.9999999,26,0,0.051766274,4500,3,0,0,1,3
0,0.972672739,24,0,0.279069767,1418,4,0,0,0,0
0,0.492494573,30,0,0.504574439,3606,9,0,2,0,0
0,0,73,0,0.00223314,4477,15,0,0,0,0
0,0.33370945,46,0,0.264962148,7000,11,0,1,0,2
0,0.9999999,40,1,0.253166245,7500,1,0,1,0,1
1,0.9999999,32,0,106,6670.221237392844,0,3,0,1,0
0,0.612125923,69,4,0.121384057,10750,14,0,0,1,1
0,1.001999,23,0,0.304397487,1750,5,0,0,0,0
0,0.096175989,31,0,0.745522699,2400,4,0,2,0,0
0,0.860203547,50,0,4393,6670.221237392844,7,0,1,0,0.7572222678605657
0,0.34410215,47,0,0.317584787,5100,6,0,2,0,2
0,0.362571528,50,0,0.409718056,5000,13,0,0,0,0
0,0.132492297,31,0,0.146778435,6083,6,0,0,0,2
0,0.933720368,27,0,0.626716604,800,7,0,0,0,0
0,0.069231303,47,0,0.112357934,6950,8,0,0,0,1
0,0,59,1,0.67302666,3825,7,0,2,0,0
0,0.394548339,38,0,0.438524061,7750,9,0,2,0,0
1,1.335548173,31,0,21,6670.221237392844,1,0,0,0,0
0,0.013463934,36,0,0.570085983,5000,8,0,1,0,0
0,0.409675698,78,0,0.67340591,3214,10,0,1,0,0
0,0.112834883,43,0,0.359152113,7500,14,0,1,0,8
0,0.033332099,41,0,0.223296117,6000,6,0,2,0,1
0,0.086972826,41,0,0.037667512,2760,2,0,0,0,0
0,0,63,0,1284,6670.221237392844,7,0,1,0,0
0,0.9999999,57,0,0.100565308,3360,2,0,0,0,0
0,0.146248471,32,0,0.318988002,3833,2,0,1,0,1
0,0.954378898,57,0,1.245983577,2800,8,0,1,0,0
0,0.108568163,33,0,0.197704554,2700,6,0,0,0,2
0,0.454764172,60,0,2260,6670.221237392844,7,0,2,0,0
1,0.133234362,71,2,0.37605588,6155,26,0,1,1,0
0,0.556555993,35,0,0.157518874,4900,11,0,0,0,2
0,0.425779533,33,0,1.777477764,6295,27,0,5,0,0
0,0.077424768,66,0,0.404918476,11100,35,0,3,0,0
0,0.412849011,48,3,0.280169058,8990,11,0,1,0,5
0,0.100711408,50,0,0.40120347,7145,10,0,2,0,3
1,1.066611157,35,1,0.109618988,3201,3,1,0,0,1
1,0.078785236,66,1,0.158993205,14421,17,0,0,0,1
0,0.042298987,55,0,0.122860173,6600,7,0,1,0,0
0,0.059044337,64,0,29.5,1,4,0,0,0,0
0,0.002412961,47,0,0.645118294,3000,5,0,1,0,1
0,0.295276462,44,0,0.749883123,6416,16,0,1,0,0
0,0.950198076,26,0,522,6670.221237392844,7,0,0,0,3
0,0.607607853,48,0,0.372656836,4000,5,0,0,1,0
0,0.605599807,49,2,0.56744885,8650,9,0,1,0,2
0,0.192992072,51,0,1.681014604,1300,10,0,1,0,1
0,0.199361734,71,0,0.288449266,4700,13,0,1,0,1
0,0.419814594,36,0,0.410897276,4000,9,0,1,0,0
0,0.663046289,43,1,0.785476349,1500,6,0,1,0,0
0,0.151083823,47,0,0.380608301,5950,12,0,3,0,0
0,0.00170965,67,0,0.211857429,8500,7,0,1,0,0
0,0.536605141,71,0,1.693052632,2374,25,0,1,0,0
0,0.250291657,47,1,0.458870042,7840,12,0,2,0,1
0,0.893545013,32,0,0.889110889,1000,7,0,0,0,0
0,0.455211469,40,0,0.535391668,7416,9,0,3,0,2
0,0,68,0,2.329890037,3000,13,0,1,0,0
0,0.04429557,43,0,0.194878092,5700,5,0,1,0,1
0,0.234485093,38,0,0.56275498,8333,7,0,2,0,0
0,0.055462969,50,0,0.057698338,3188,2,0,0,0,1
0,0.617285342,64,0,2119,6670.221237392844,13,0,0,0,4
0,0.143694067,49,3,0.508748542,6000,10,0,1,1,0
0,0.080648329,60,0,0.469263257,4261,13,0,2,0,0
0,0.98294218,30,0,0.132361085,5416,3,0,0,0,0
0,0.17362721,62,0,0.123917388,3001,9,0,2,0,0
0,0,66,0,0,5000,7,0,0,0,0
0,0.048154048,63,0,12614,6670.221237392844,20,0,9,0,0
0,0.000871786,62,0,3455,6670.221237392844,12,0,2,0,0
0,0.000139528,56,0,0.344389963,10400,7,0,2,0,0
0,0.004614687,69,0,0.10903759,3750,20,0,1,0,0
0,0.282728757,52,0,0.470407795,11083,13,0,2,0,3
0,0.629171354,36,0,254,1,3,0,0,0,2
0,0.439973334,52,0,0.306038895,12700,6,0,2,0,4
0,0.817841582,45,2,2710,6670.221237392844,16,0,2,0,4
0,0.049494278,65,0,0.243037372,4200,13,0,2,0,0
0,0.997500179,38,0,3.367409685,1300,11,0,2,0,2
1,0.669538992,26,1,0.11553416,5400,11,0,0,1,1
0,0.014546473,61,0,104,6670.221237392844,7,0,0,0,1
0,0.003215701,77,0,354,6670.221237392844,7,0,0,0,1
0,0,80,0,0.00479904,5000,1,0,0,0,0
0,0.042423727,64,0,45,6670.221237392844,3,0,1,0,1
0,0.732601451,31,0,0.343062775,2500,8,0,0,1,0
0,0.004622799,38,0,0.664467173,3030,9,0,1,0,1
1,0.9999999,49,1,0.290177456,4000,4,1,1,0,3
0,0.508332222,51,0,0.232826429,1906,2,0,0,0,0
0,0.029730197,68,0,0.013797241,3333,8,0,0,0,0
0,0.144853694,45,1,0.015165403,12000,3,0,0,0,0
0,0.158389441,41,0,0.454091193,1600,8,0,0,0,2
0,0.159262784,68,0,0.119200467,6853,12,0,0,0,0
0,0.337558869,64,0,2870,6670.221237392844,9,0,1,0,0
0,0.65791776,47,3,0.261618219,5400,11,0,0,1,0
0,0.011399772,89,0,0.003035172,5600,5,0,0,0,0
0,0.01324365,46,0,0.660352539,3800,19,0,1,0,2
0,0.102069004,53,0,0.055758146,8500,5,0,0,0,4
0,0.9999999,78,0,33,6670.221237392844,2,0,0,0,0
0,0.511974401,44,0,842,1,3,0,1,0,3
0,0.088657708,78,0,0.63142992,2118,16,0,2,0,0
0,0.118479138,52,0,0.628918099,8900,14,0,2,0,2
0,0.512280482,41,0,0.480875956,6666,7,0,1,0,2
0,0.19679016,74,0,0.146829201,7300,3,0,1,0,0
0,0.017633306,80,0,17,6670.221237392844,3,0,0,0,0
0,0.9999999,40,0,0,6670.221237392844,0,1,0,0,0
0,1.074770092,37,0,2602,6670.221237392844,6,0,1,0,1
0,0.195210863,37,0,0.049293041,18034,4,0,1,0,1
0,0.412218466,37,0,1961,6670.221237392844,10,0,1,0,0
0,0.022016718,65,0,37,6670.221237392844,3,0,0,0,0
0,0.80038316,59,0,2217,6670.221237392844,9,0,2,0,1
0,0.515471223,62,0,0.101309294,4658,6,0,0,0,1
0,0.101426196,48,1,0.661961288,9350,9,0,1,0,0
0,0.610946925,41,0,1.175686928,1200,12,0,0,0,0
0,0.024021217,62,0,0.004793864,7300,9,0,0,0,1
0,0.280883272,25,0,0.180568572,3200,6,0,0,0,0
0,0.163184779,48,0,0.210252077,7100,4,0,1,0,0
0,0.00980939,76,0,0.160749507,6083,10,0,1,0,0
0,0.045173137,56,0,0.08854613,3500,15,0,0,0,3
0,0.101390169,72,0,0.296187683,5455,9,0,1,0,0
